match_id,name,description,date,status,home_team,home_score,away_team,away_score,winner,deliveries
1548220,Dindigul Dragons v Madurai Panthers,15th Match,2026-08-12T14:00Z,post,Dindigul Dragons,"150/6 (18 ov, target 172)",Madurai Panthers,171/7 (18/18 ov),Madurai Panthers,226
1548221,VIDA Kovai Kings v Nellai Royal Kings,16th Match,2026-08-13T10:00Z,pre,VIDA Kovai Kings,,Nellai Royal Kings,,,0
1548222,IDream Tiruppur Tamizhans v Trichy Grand Cholas,17th Match,2026-08-13T14:00Z,pre,IDream Tiruppur Tamizhans,,Trichy Grand Cholas,,,0
1548223,Dindigul Dragons v SKM Salem Spartans,18th Match,2026-08-14T10:00Z,pre,Dindigul Dragons,,SKM Salem Spartans,,,0
1548224,Chepauk Super Gillies v Madurai Panthers,19th Match,2026-08-14T14:00Z,pre,Chepauk Super Gillies,,Madurai Panthers,,,0
1548225,VIDA Kovai Kings v Trichy Grand Cholas,20th Match,2026-08-15T14:00Z,pre,VIDA Kovai Kings,,Trichy Grand Cholas,,,0
1548226,Chepauk Super Gillies v VIDA Kovai Kings,21st Match,2026-08-18T14:00Z,pre,Chepauk Super Gillies,,VIDA Kovai Kings,,,0
1548227,Dindigul Dragons v Trichy Grand Cholas,22nd Match,2026-08-19T14:00Z,pre,Dindigul Dragons,,Trichy Grand Cholas,,,0
1548228,IDream Tiruppur Tamizhans v Madurai Panthers,23rd Match,2026-08-20T10:00Z,pre,IDream Tiruppur Tamizhans,,Madurai Panthers,,,0
1548229,Nellai Royal Kings v SKM Salem Spartans,24th Match,2026-08-20T14:00Z,pre,Nellai Royal Kings,,SKM Salem Spartans,,,0
1548230,Dindigul Dragons v VIDA Kovai Kings,25th Match,2026-08-21T10:00Z,pre,Dindigul Dragons,,VIDA Kovai Kings,,,0
1548231,Chepauk Super Gillies v Trichy Grand Cholas,26th Match,2026-08-21T14:00Z,pre,Chepauk Super Gillies,,Trichy Grand Cholas,,,0
1548232,IDream Tiruppur Tamizhans v SKM Salem Spartans,27th Match,2026-08-22T10:00Z,pre,IDream Tiruppur Tamizhans,,SKM Salem Spartans,,,0
1548233,Nellai Royal Kings v Madurai Panthers,28th Match,2026-08-22T14:00Z,pre,Nellai Royal Kings,,Madurai Panthers,,,0
1548234,TBC v TBC,Qualifier 1,2026-08-23T14:00Z,pre,TBA,,TBA,,,0
1548235,TBC v TBC,Eliminator,2026-08-24T14:00Z,pre,TBA,,TBA,,,0
1548236,TBC v TBC,Qualifier 2,2026-08-26T14:00Z,pre,TBA,,TBA,,,0
1548237,TBC v TBC,Final,2026-08-28T14:00Z,pre,TBA,,TBA,,,0
