match_id,name,description,date,status,home_team,home_score,away_team,away_score,winner,deliveries
1261633,IDream Tiruppur Tamizhans v Salem Spartans,7th Match,2021-07-24T14:00Z,,IDream Tiruppur Tamizhans,"148/8 (20 ov, target 165)",SKM Salem Spartans,164/5,SKM Salem Spartans,250
1261634,Ruby Trichy Warriors v IDream Tiruppur Tamizhans,14th Match,2021-07-29T14:00Z,,Trichy Grand Cholas,"111/3 (17.5/20 ov, target 111)",IDream Tiruppur Tamizhans,110/8,IDream Tiruppur Tamizhans,242
1261635,Salem Spartans v Nellai Royal Kings,23rd Match,2021-08-05T14:00Z,,SKM Salem Spartans,120/8,Nellai Royal Kings,"121/2 (18.3/20 ov, target 121)",Nellai Royal Kings,240
1261636,Lyca Kovai Kings v Nellai Royal Kings,27th Match,2021-08-08T10:00Z,,Lyca Kovai Kings,169/6,Nellai Royal Kings,"162/8 (20 ov, target 170)",Nellai Royal Kings,252
1261637,Ruby Trichy Warriors v Chepauk Super Gillies,28th Match,2021-08-08T14:00Z,,Trichy Grand Cholas,"136/3 (19.1/20 ov, target 133)",Chepauk Super Gillies,132,Chepauk Super Gillies,249
1261638,Lyca Kovai Kings v IDream Tiruppur Tamizhans,16th Match,2021-07-31T10:00Z,,Lyca Kovai Kings,"160/8 (20 ov, target 163)",IDream Tiruppur Tamizhans,162/7,IDream Tiruppur Tamizhans,248
1261639,Salem Spartans v Siechem Madurai Panthers,26th Match,2021-08-07T14:00Z,,SKM Salem Spartans,144/5,Siechem Madurai Panthers,"133/8 (20 ov, target 145)",Siechem Madurai Panthers,249
1261640,Ruby Trichy Warriors v Lyca Kovai Kings,5th Match,2021-07-23T14:00Z,,Trichy Grand Cholas,171/7,Lyca Kovai Kings,"175/2 (18.1/20 ov, target 172)",Lyca Kovai Kings,246
1261641,Nellai Royal Kings v IDream Tiruppur Tamizhans,10th Match,2021-07-26T14:00Z,,Nellai Royal Kings,148,IDream Tiruppur Tamizhans,"149/7 (19.5/20 ov, target 149)",IDream Tiruppur Tamizhans,254
1261642,Dindigul Dragons v Salem Spartans,15th Match,2021-07-30T14:00Z,,Dindigul Dragons,185/6,SKM Salem Spartans,"109 (18.4/20 ov, target 186)",SKM Salem Spartans,246
1261643,Siechem Madurai Panthers v Chepauk Super Gillies,22nd Match,2021-08-04T14:00Z,,Siechem Madurai Panthers,124/9,Chepauk Super Gillies,"125/5 (18.5/20 ov, target 125)",Chepauk Super Gillies,242
1261644,Ruby Trichy Warriors v Chepauk Super Gillies,Qualifier 1,2021-08-10T14:00Z,,Trichy Grand Cholas,"157/5 (19.5/20 ov, target 154)",Chepauk Super Gillies,153/3,Chepauk Super Gillies,247
1261645,Dindigul Dragons v Lyca Kovai Kings,Eliminator,2021-08-11T14:00Z,,Dindigul Dragons,"144/5 (17.3/20 ov, target 144)",Lyca Kovai Kings,143/6,Lyca Kovai Kings,231
1261646,Chepauk Super Gillies v Dindigul Dragons,Qualifier 2,2021-08-13T14:00Z,,Chepauk Super Gillies,"106/2 (16/20 ov, target 104)",Dindigul Dragons,103,Dindigul Dragons,219
1261647,Ruby Trichy Warriors v Chepauk Super Gillies,Final,2021-08-15T14:00Z,,Trichy Grand Cholas,"175/7 (20 ov, target 184)",Chepauk Super Gillies,183/6,Chepauk Super Gillies,254
