season,batter,balls_faced,runs,avg_pos,matches,made_playoffs,position_group
2019,Pradosh Ranjan Paul,99,113,3.8282828282828283,5,0,Middle Order (4-5)
2019,R Mithun,58,61,7.724137931034483,7,1,Finisher (6+)
2019,R Nilesh Subramanian,63,71,4.26984126984127,6,1,Middle Order (4-5)
2019,R Rajkumar,60,64,6.4,6,0,Finisher (6+)
2019,RD Ashwin Kumar,18,33,7.277777777777778,4,0,Finisher (6+)
2019,Rajagopal Sathish,97,178,5.546391752577319,7,1,Finisher (6+)
2019,Rajendran Vivek,79,121,4.8354430379746836,9,1,Middle Order (4-5)
2019,Rajhamany Srinivasan,89,83,3.0224719101123596,6,0,Middle Order (4-5)
2019,Ramalingam Rohit,26,21,8.23076923076923,6,1,Finisher (6+)
2019,Ramsingh  Sanjay Yadav,177,241,3.621468926553672,7,1,Middle Order (4-5)
2019,Ravichandran Ashwin,96,136,3.7916666666666665,6,1,Middle Order (4-5)
2019,Ravisrinivasan Sai Kishore,35,36,7.171428571428572,4,0,Finisher (6+)
2019,S Abishiek,55,42,4.327272727272727,6,0,Middle Order (4-5)
2019,S Aravind,34,43,1.1764705882352942,4,0,Opener (1-2)
2019,S Harish Kumar,93,150,6.010752688172043,9,1,Finisher (6+)
2019,S Senthil Nathan,34,43,5.970588235294118,4,0,Finisher (6+)
2019,SP Nathan,71,73,7.676056338028169,4,0,Finisher (6+)
2019,Sathiamoorty Vasanth Saravanan,57,65,5.912280701754386,6,0,Finisher (6+)
2019,Srikkanth Anirudha,149,210,1.5100671140939597,7,0,Opener (1-2)
2019,Sumant Jain,103,113,4.553398058252427,9,1,Middle Order (4-5)
2019,Suresh Lokeshwar,169,188,3.603550295857988,6,1,Middle Order (4-5)
2019,Uthirasamy Sasidev,188,221,5.031914893617022,8,1,Finisher (6+)
2019,V Subramania Siva,136,201,3.6029411764705883,7,0,Middle Order (4-5)
2019,Vijaykumar Yo Mahesh,35,29,5.914285714285715,4,0,Finisher (6+)
2019,Wenseslaus Antony Dhas,80,119,4.9375,6,0,Middle Order (4-5)
2021,Abhishek Baljeetsingh Tanwar,50,88,6.94,6,1,Finisher (6+)
2021,Adithya Ganesh,231,249,4.58008658008658,9,1,Middle Order (4-5)
2021,Akshay V Srinivasan,64,58,1.984375,6,0,Opener (1-2)
2021,Antony Chandrasekaran Aswin Crist,58,48,7.551724137931035,4,0,Finisher (6+)
2021,Arjun P Murthy,27,45,5.555555555555555,4,0,Finisher (6+)
2021,Ashwin Venkataraman,67,53,4.119402985074627,4,1,Middle Order (4-5)
2021,Baba Aparajith,173,181,1.1040462427745665,6,0,Opener (1-2)
2021,Baba Indrajith,94,123,5.48936170212766,5,0,Finisher (6+)
2021,Balchander Anirudh,175,186,3.0114285714285716,6,0,Middle Order (4-5)
2021,Bhardwaj Sai Sudharsan,249,358,3.144578313253012,8,1,Middle Order (4-5)
2021,Chezhian Nishaanth,279,368,1.7491039426523298,9,1,Opener (1-2)
2021,Daryl Sunder Ferrario,106,124,5.0,5,0,Middle Order (4-5)
2021,Ganga Sridhar Raju,209,285,1.0,8,1,Opener (1-2)
2021,Jagatheesan Kousik,126,165,4.849206349206349,7,0,Middle Order (4-5)
2021,Jayaraman Suresh Kumar,99,117,2.0,5,1,Opener (1-2)
2021,K Mani Bharathi,136,187,3.9411764705882355,9,1,Middle Order (4-5)
2021,Kaushik Mohan Gandhi,172,208,1.0,9,1,Opener (1-2)
2021,Konda Bhaskir Arun Karthik,95,108,1.8,7,0,Opener (1-2)
2021,Laxmesha Suryaprakash,112,122,2.0,6,0,Opener (1-2)
2021,M Mohammed,111,96,6.927927927927928,7,0,Finisher (6+)
2021,M Shajahan,50,43,5.46,4,0,Finisher (6+)
2021,Maan K Bafna,165,180,4.0,7,0,Middle Order (4-5)
2021,Masood Shahrukh Khan,118,210,5.372881355932203,7,1,Finisher (6+)
2021,Muhammed Adnan Khan,99,107,4.454545454545454,7,1,Middle Order (4-5)
2021,Murugan Ashwin,103,117,6.660194174757281,6,0,Finisher (6+)
2021,N Sarangarajan Chaturved,163,228,3.5950920245398774,7,0,Middle Order (4-5)
2021,Narayan Jagadeesan,268,336,2.0,9,1,Opener (1-2)
2021,Nidhish S Rajagopal,253,306,3.0869565217391304,9,1,Middle Order (4-5)
2021,P Francis Rokins,126,129,4.888888888888889,7,0,Middle Order (4-5)
2021,P Saravana Kumar,46,82,7.065217391304348,5,1,Finisher (6+)
2021,Pradosh Ranjan Paul,136,132,3.0294117647058822,6,0,Middle Order (4-5)
2021,R Rajkumar,62,73,7.290322580645161,7,0,Finisher (6+)
2021,RS Jaganath Sinivas,45,50,5.177777777777778,5,0,Finisher (6+)
2021,RS Mokit Hariharan,106,117,4.867924528301887,9,1,Middle Order (4-5)
2021,Rajagopal Sathish,97,141,5.525773195876289,8,1,Finisher (6+)
2021,Rajendran Vivek,152,240,4.894736842105263,9,1,Middle Order (4-5)
2021,Rajhamany Srinivasan,117,125,3.8205128205128207,7,1,Middle Order (4-5)
2021,Ramsingh  Sanjay Yadav,83,126,4.9879518072289155,6,0,Middle Order (4-5)
2021,Ramsingh Sonu Yadav,39,42,5.6923076923076925,5,1,Finisher (6+)
2021,Ravisrinivasan Sai Kishore,50,53,5.32,4,0,Finisher (6+)
2021,S Abishiek,111,103,2.009009009009009,6,0,Top Order (3)
